	ElementName	DataType	Size	Required	ElementDescription	ValueRange	Notes	Aliases
166	bis12	Integer		Recommended	I/They am a careful thinker.	1 :: 4; 9999	4= Rarely/Never; 3=Occasionally; 2=Often; 1= Almost Always/Always; 9999 = Prefer not to answer/Left blank	"barratt12	bis_11_12	bis_12	bis_12r	bis_c12	bis_pac12	bis_teen_12	obis_11_s12"
167	bis13	Integer		Recommended	I/They  plan for job security.	1 :: 4; 555; 9999	4= Rarely/Never; 3=Occasionally; 2=Often; 1= Almost Always/Always; 555=Missing; 9999 = Prefer not to answer/Left blank	"barratt13	bis_11_13	bis_13	bis_13r	bis_c13	bis_pac13	bis_teen_13	obis_11_s13"
168	bis14	Integer		Recommended	I/They say things without thinking.	1 :: 4; 9999	1= Rarely/Never; 2=Occasionally; 3=Often; 4= Almost Always/Always; 9999 = Prefer not to answer/Left blank	"barratt14	bis_11_14	bis_14	bis_c14	bis_pac14	bis_teen_14	obis_11_s14"
169	bis15	Integer		Recommended	I/They like to think about complex problems.	1 :: 4; 9999	4= Rarely/Never; 3=Occasionally; 2=Often; 1= Almost Always/Always; 9999 = Prefer not to answer/Left blank	"barratt15	bis_11_15	bis_15	bis_15r	bis_c15	bis_pac15	bis_teen_15	obis_11_s15"
170	bis16	Integer		Recommended	I/They change jobs.	1 :: 4; 9999	1= Rarely/Never; 2=Occasionally; 3=Often; 4= Almost Always/Always; 9999 = Prefer not to answer/Left blank	"barratt16	bis_11_16	bis_16	bis_c16	bis_pac16	bis_teen_16	obis_11_s16"
171	bis17	Integer		Recommended	"I/They act ""on impulse."""	1 :: 4 ; 444; 555; 777; 888; 999; 9999	1 = Rarely/Never; 2 = Occasionally; 3 = Often; 4 = Almost always/always; 444 = Do not wish to respond;999 = No Answer; 888 = Skipped; 777 = Condition Skipped; 555 = Missing; 9999 = Prefer not to answer/Left blank	"abm01	barratt17	bis_11_17	bis_17	bis_c17	bis_pac17	bis_teen_17	obis_11_s17"
172	bis18	Integer		Recommended	I/They get easily bored when solving thought problems.	1 :: 4; 9999	1= Rarely/Never; 2=Occasionally; 3=Often; 4= Almost Always/Always; 9999 = Prefer not to answer/Left blank	"barratt18	bis_11_18	bis_18	bis_c18	bis_pac18	bis_teen_18	obis_11_s18"
173	bis19	Integer		Recommended	I/They act on the spur of the moment.	1 :: 4 ; 444; 555; 777; 888; 999; 9999	1 = Rarely/Never; 2 = Occasionally; 3 = Often; 4 = Almost always/always; 444 = Do not wish to respond;999 = No Answer; 888 = Skipped; 777 = Condition Skipped; 555 = Missing; 9999 = Prefer not to answer/Left blank	"abm02	barratt19	bis_11_19	bis_19	bis_c19	bis_pac19	bis_teen_19	obis_11_s19"
174	bis20	Integer		Recommended	I/They am a steady thinker.	1 :: 4 ; 444; 555; 777; 888; 999; 9999	4= Rarely/Never; 3=Occasionally; 2=Often; 1= Almost Always/Always;444 = Do not wish to respond;999 = No Answer; 888 = Skipped; 777 = Condition Skipped; 555 = Missing; 9999 = Prefer not to answer/Left blank	"aca05	barratt20	bis_11_20	bis_20	bis_20r	bis_c20	bis_pac20	bis_teen_20	obis_11_s20"
175	bis21	Integer		Recommended	I/They change residences./ I change where I live	1 :: 4; 9999	1= Rarely/Never; 2=Occasionally; 3=Often; 4= Almost Always/Always; 9999 = Prefer not to answer/Left blank	"barratt21	bis_11_21	bis_21	bis_c21	bis_pac21	bis_teen_21	obis_11_s21"
176	bis22	Integer		Recommended	I/They buy things on impulse.	1 :: 4 ; 444; 555; 777; 888; 999; 9999	1 = Rarely/Never; 2 = Occasionally; 3 = Often; 4 = Almost always/always; 444 = Do not wish to respond;999 = No Answer; 888 = Skipped; 777 = Condition Skipped; 555 = Missing; 9999 = Prefer not to answer/Left blank	"abm03	barratt22	bis_11_22	bis_22	bis_c22	bis_pac22	bis_teen_22	obis_11_s22"
177	bis23	Integer		Recommended	I/They can only think about one thing at a time.	1 :: 4; 9999	1= Rarely/Never; 2=Occasionally; 3=Often; 4= Almost Always/Always; 9999 = Prefer not to answer/Left blank	"barratt23	bis_11_23	bis_23	bis_c23	bis_pac23	bis_teen_23	obis_11_s23"
178	bis24	Integer		Recommended	I/They change hobbies.	1 :: 4 ; 444; 555; 777; 888; 999; 9999	1 = Rarely/Never; 2 = Occasionally; 3 = Often; 4 = Almost always/always; 444 = Do not wish to respond;999 = No Answer; 888 = Skipped; 777 = Condition Skipped; 555 = Missing; 9999 = Prefer not to answer/Left blank	"aca08	barratt24	bis_11_24	bis_24	bis_c24	bis_pac24	bis_teen_24	obis_11_s24"
179	bis25	Integer		Recommended	I/They spend or charge more than I earn.	1 :: 4 ; 444; 555; 777; 888; 999; 9999	1 = Rarely/Never; 2 = Occasionally; 3 = Often; 4 = Almost always/always; 444 = Do not wish to respond;999 = No Answer; 888 = Skipped; 777 = Condition Skipped; 555 = Missing; 9999 = Prefer not to answer/Left blank	"abm06	barratt25	bis_11_25	bis_25	bis_c25	bis_pac25	bis_teen_25	obis_11_s25"
180	bis26	Integer		Recommended	I/They often have extraneous thoughts when thinking./ I have outside thoughts while thinking	1 :: 4 ; 444; 555; 777; 888; 999; 9999	1 = Rarely/Never; 2 = Occasionally; 3 = Often; 4 = Almost always/always; 444 = Do not wish to respond;999 = No Answer; 888 = Skipped; 777 = Condition Skipped; 555 = Missing; 9999 = Prefer not to answer/Left blank	"aca06	barratt26	bis_11_26	bis_26	bis_c26	bis_pac26	bis_teen_26	obis_11_s26"
181	bis27	Integer		Recommended	I/They am more interested in the present than the future.	1 :: 4; 9999	1= Rarely/Never; 2=Occasionally; 3=Often; 4= Almost Always/Always; 9999 = Prefer not to answer/Left blank	"barratt27	bis_11_27	bis_27	bis_c27	bis_pac27	bis_teen_27	obis_11_s27"
182	bis28	Integer		Recommended	I/They am restless at the theater or lectures./ I am restless at lectures or talks	1 :: 4 ; 444; 555; 777; 888; 999; 9999	1 = Rarely/Never; 2 = Occasionally; 3 = Often; 4 = Almost always/always; 444 = Do not wish to respond;999 = No Answer; 888 = Skipped; 777 = Condition Skipped; 555 = Missing; 9999 = Prefer not to answer/Left blank	"aca02	barratt28	bis_11_28	bis_28	bis_c28	bis_pac28	bis_teen_28	obis_11_s28"
183	bis29	Integer		Recommended	I/They like puzzles.	1 :: 4; 9999	4= Rarely/Never; 3=Occasionally; 2=Often; 1= Almost Always/Always; 9999 = Prefer not to answer/Left blank	"barratt29	bis_11_29	bis_29	bis_29r	bis_c29	bis_pac29	bis_teen_29	obis_11_s29"
184	bis30	Integer		Recommended	I/They am future oriented./ I plan for the future	1 :: 4; 555; 9999	4= Rarely/Never; 3=Occasionally; 2=Often; 1= Almost Always/Always; 555=Missing; 9999 = Prefer not to answer/Left blank	"barratt30	bis_11_30	bis_30	bis_30r	bis_c30	bis_pac30	bis_teen_30	obis_11_s30"
185	bis_total	Integer		Required	BIS total score		999=NA/NK/missing	o_bis_total
186	bis_f1	Integer		Recommended	Factor 1. Attention			"barratt_attentional_attention	bis_1atten	bis_atten	bis_attentional	o_bis_f1"
187	bis_f2	Integer		Recommended	Factor 2. Motor impulsiveness			"barratt_motor_motor	bis_1mot	bis_motor	o_bis_f2"
188	bis_f3	Integer		Recommended	Factor 3. Self-control			"barratt_nonplanning_sc	bis_1sc	o_bis_f3"
189	bis_f4	Integer		Recommended	Factor 4. Cognitive complexity			"barratt_nonplanning_cogcom	bis_1cogcom	o_bis_f4"
190	bis_f5	Integer		Recommended	Factor 5. Perseverance			"barratt_motor_perseverance	bis_1pers	o_bis_f5"
191	bis_f6	Integer		Recommended	Factor 6. Cognitive instability			"barratt_attentional_coginstab	bis_1coginst	o_bis_f6"
192	bis_fi	Integer		Recommended	Factor I. Attentional Impulsiveness		"sum of 5	 6	 9	  11	 20	 24	 26	 28"	"bis_2attimp	o_bis_fi"
193	bis_fii	Integer		Recommended	Factor II. Motor Impulsiveness		"sum of 2	3	4	16	 17	19	21	22	23	25	30"	"bis_2motimp	o_bis_fii"
194	bis_fiii	Integer		Recommended	Factor III. Non-planning Impulsiveness.		"sum of 1	 7	 8	 10	  12	  13	 14	 15	 18	 27	 29"	"bis_2npimp	bis_nonplan	bis_nonplanning	o_bis_fiii"
195	version_form	String	121.0	Recommended	Form used/assessment name			edit_date
221	respondent	String	20.0	Recommended	Respondent	Mother;Father;Parent;Guardian;Teacher;Child;Self;Caregiver;Partner;Other;NA	NA=Not Applicable	
249	time_first_click	String	11.0	Recommended	Time at first click		HH:MM:SS AM/PM	bis_time_first_click
250	time_last_click	String	11.0	Recommended	Time at last click		HH:MM:SS AM/PM	bis_time_last_click
251	time_page_submit	String	11.0	Recommended	Time at scale submission		HH:MM:SS AM/PM	bis_time_page_submit
252	time_click_count	Integer		Recommended	(Total) Number of clicks during scale completion			bis_time_click_count
253	qc_tot_num_items	Integer		Recommended	Quality Control (QC) (total) number of items (completed)			qc_barratt_tot_num_items
254	qc_tot_num_nonresp	Integer		Recommended	Quality Control (QC) (total) number of non-response items			qc_barratt_tot_num_nonresp
273	tot_timing	Float		Recommended	Total timing/time to complete scale		In minutes	bis_tot_timing
292	subjectkey	GUID		Required	The NDAR Global Unique Identifier (GUID) for research subject	NDAR*		
293	src_subject_id	String	20.0	Required	Subject ID how it's defined in lab/project			clinical_barcode
294	interview_date	Date		Required	Date on which the interview/genetic test/sampling/imaging/biospecimen was completed. MM/DD/YYYY			"bl_visit_date	date_time_bisbas"
295	interview_age	Integer		Required	Age in months at the time of the interview/test/sampling/imaging.	0::1440	"Age is rounded to chronological month. If the research participant is 15-days-old at time of interview	 the appropriate value would be 0 months. If the participant is 16-days-old	 the value would be 1 month."	ch_age
296	sex	String	20.0	Required	Sex of subject at birth	M;F; O; NR	M = Male; F = Female; O=Other; NR = Not reported	"ch_sex	gender"
297	bisbas1	Integer		Recommended	A person's family is the most important thing in life.	1 :: 4; 999	4= Very true for me; 3= Somewhat true for me; 2= Somewhat false for me; 1= Very false for me; 999 = Prefer not to answer/Left blank	"bis_bas_01	c_bisbas_1"
298	bisbas2	Integer		Recommended	"Even if something bad is about to happen to me	 I rarely experience fear or nervousness."	1 :: 4; 999	1= Very true for me; 2= Somewhat true for me; 3= Somewhat false for me; 4= Very false for me; 999 = Prefer not to answer/Left blank	"bis00_1	bis1_1	bis2_1	bis_bas_02	bisbas5_y	bisbas_14i_r	bisbas_q1	c_bisbas_2"
299	bisbas3	Integer		Recommended	I go out of my way to get things I want.	1 :: 4; 999	4= Very true for me; 3= Somewhat true for me; 2= Somewhat false for me; 1= Very false for me; 999 = Prefer not to answer/Left blank	"bis_bas_03	bisbas14_y	bisbas_7a	bisbas_q2	c_bisbas_3"
300	bisbas4	Integer		Recommended	When I'm doing well at something I love to keep at it.	1 :: 4; 999	4= Very true for me; 3= Somewhat true for me; 2= Somewhat false for me; 1= Very false for me; 999 = Prefer not to answer/Left blank	"bis_bas_04	bis_bas_child_9	bisbas9_y	bisbas_6a	bisbas_q3	c_bisbas_4"
301	bisbas5	Integer		Recommended	I'm always willing to try something new if I think it will be fun.	1 :: 4; 999	4= Very true for me; 3= Somewhat true for me; 2= Somewhat false for me; 1= Very false for me; 999 = Prefer not to answer/Left blank	"bis_bas_05	bis_bas_child_19	bisbas19_y	bisbas_12a	bisbas_q4	c_bisbas_5"
302	bisbas6	Integer		Recommended	How I dress is important to me.	1 :: 4; 999	4= Very true for me; 3= Somewhat true for me; 2= Somewhat false for me; 1= Very false for me; 999 = Prefer not to answer/Left blank	"bis_bas_06	c_bisbas_6"
303	bisbas7	Integer		Recommended	"When I get something I want	 I feel excited and energized."	1 :: 4; 999	4= Very true for me; 3= Somewhat true for me; 2= Somewhat false for me; 1= Very false for me; 999 = Prefer not to answer/Left blank	"bis_bas_07	bis_bas_child_8	bisbas8_y	bisbas_2a	bisbas_q5	c_bisbas_7"
304	bisbas8	Integer		Recommended	Criticism or scolding hurts me quite a bit.	1 :: 4; 999	4= Very true for me; 3= Somewhat true for me; 2= Somewhat false for me; 1= Very false for me; 999 = Prefer not to answer/Left blank	"bis00_2	bis1_2	bis2_2	bis_bas_08	bisbas3_y	bisbas_9i	bisbas_q6	c_bisbas_8"
305	bisbas9	Integer		Recommended	When I want something I usually go all-out to get it.	1 :: 4; 999	4= Very true for me; 3= Somewhat true for me; 2= Somewhat false for me; 1= Very false for me; 999 = Prefer not to answer/Left blank	"bis_bas_09	bis_bas_child_13	bisbas13_y	bisbas_3a	bisbas_q7	c_bisbas_9"
306	bisbas10	Integer		Recommended	I will often do things for no other reason than that they might be fun.	1 :: 4; 999	4= Very true for me; 3= Somewhat true for me; 2= Somewhat false for me; 1= Very false for me; 999 = Prefer not to answer/Left blank	"bis_bas_10	bis_bas_child_17	bisbas17_y	bisbas_4a	bisbas_q8	c_bisbas_10"
307	bisbas11	Integer		Recommended	It's hard for me to find the time to do things such as get a haircut.	1 :: 4; 999	4= Very true for me; 3= Somewhat true for me; 2= Somewhat false for me; 1= Very false for me; 999 = Prefer not to answer/Left blank	"bis_bas_11	c_bisbas_11"
308	bisbas12	Integer		Recommended	If I see a chance to get something I want I move on it right away.	1 :: 4; 999	4= Very true for me; 3= Somewhat true for me; 2= Somewhat false for me; 1= Very false for me; 999 = Prefer not to answer/Left blank	"bis_bas_12	bisbas15_y	bisbas_11a	bisbas_q9	c_bisbas_12"
309	bisbas13	Integer		Recommended	I feel pretty worried or upset when I think or know somebody is angry at me.	1 :: 4; 999	4= Very true for me; 3= Somewhat true for me; 2= Somewhat false for me; 1= Very false for me; 999 = Prefer not to answer/Left blank	"bis00_3	bis1_3	bis2_3	bis_bas_13	bis_bas_child_4	bisbas4_y	bisbas_13i	bisbas_q10	c_bisbas_13"
310	bisbas14	Integer		Recommended	When I see an opportunity for something I like I get excited right away.	1 :: 4; 999	4= Very true for me; 3= Somewhat true for me; 2= Somewhat false for me; 1= Very false for me; 999 = Prefer not to answer/Left blank	"bis_bas_14	bis_bas_child_12	bisbas12_y	bisbas_q11	c_bisbas_14"
311	bisbas15	Integer		Recommended	I often act spur of the moment.	1 :: 4; 999	4= Very true for me; 3= Somewhat true for me; 2= Somewhat false for me; 1= Very false for me; 999 = Prefer not to answer/Left blank	"bis_bas_15	bis_bas_child_20	bisbas20_y	bisbas_17a	bisbas_q12	c_bisbas_15"
312	bisbas16	Integer		Recommended	"If I think something unpleasant is going to happen I usually get pretty ""worked up."""	1 :: 4; 999	4= Very true for me; 3= Somewhat true for me; 2= Somewhat false for me; 1= Very false for me; 999 = Prefer not to answer/Left blank	"bis00_4	bis1_4	bis2_4	bis_bas_16	bis_bas_child_1	bisbas1_y	bisbas_1i	bisbas_q13	c_bisbas_16"
313	bisbas17	Integer		Recommended	I often wonder why people act the way they do.	1 :: 4; 999	4= Very true for me; 3= Somewhat true for me; 2= Somewhat false for me; 1= Very false for me; 999 = Prefer not to answer/Left blank	"bis_bas_17	c_bisbas_17"
314	bisbas18	Integer		Recommended	"When good things happen to me	 it affects me strongly."	1 :: 4; 999	4= Very true for me; 3= Somewhat true for me; 2= Somewhat false for me; 1= Very false for me; 999 = Prefer not to answer/Left blank	"bis_bas_18	bisbas10_y	bisbas_10a	bisbas_14	bisbas_q14	c_bisbas_18"
315	bisbas19	Integer		Recommended	I feel worried when I think I have done poorly at something important.	1 :: 4; 999	4= Very true for me; 3= Somewhat true for me; 2= Somewhat false for me; 1= Very false for me; 999 = Prefer not to answer/Left blank	"bis00_5	bis1_5	bis2_5	bis_bas_19	bis_bas_child_6	bisbas6_y	bisbas_15	bisbas_18i	bisbas_q15	c_bisbas_19"
316	bisbas20	Integer		Recommended	I crave excitement and new sensations.	1 :: 4; 999	4= Very true for me; 3= Somewhat true for me; 2= Somewhat false for me; 1= Very false for me; 999 = Prefer not to answer/Left blank	"bis_bas_20	bis_bas_child_18	bisbas18_y	bisbas_16	bisbas_8a	bisbas_q16	c_bisbas_20"
317	bisbas21	Integer		Recommended	"When I go after something I use a ""no holds barred"" approach."	1 :: 4; 999	4= Very true for me; 3= Somewhat true for me; 2= Somewhat false for me; 1= Very false for me; 999 = Prefer not to answer/Left blank	"bis_bas_21	bisbas16_y	bisbas_17	bisbas_7a	bisbas_q17	c_bisbas_21"
318	bisbas22	Integer		Recommended	I have very few fears compared to my friends.	1 :: 4; 999	1= Very true for me; 2= Somewhat true for me; 3= Somewhat false for me; 4= Very false for me; 999 = Prefer not to answer/Left blank	"bis00_6	bis1_6	bis2_6	bis_bas_22	bisbas_18	bisbas_q18	c_bisbas_22"
319	bisbas23	Integer		Recommended	It would excite me to win a contest.	1 :: 4; 999	4= Very true for me; 3= Somewhat true for me; 2= Somewhat false for me; 1= Very false for me; 999 = Prefer not to answer/Left blank	"bis_bas_23	bis_bas_child_11	bisbas11_y	bisbas_15a	bisbas_19	bisbas_q19	c_bisbas_23"
320	bisbas24	Integer		Recommended	I worry about making mistakes.	1 :: 4; 999	4= Very true for me; 3= Somewhat true for me; 2= Somewhat false for me; 1= Very false for me; 999 = Prefer not to answer/Left blank	"bis00_7	bis1_7	bis2_7	bis_bas_24	bis_bas_child_2	bisbas2_y	bisbas_20	bisbas_5i	bisbas_q20	c_bisbas_24"
321	bissc_total	Float		Recommended	BIS Scale score		"2	8	13	16	19	22	24; 99= N/A; 999 = Applicable	 but missing"	"bis	bis_score	bis_total	bis_y_ss_bis_sum	c_bisbas_sub_bis	c_totalbis	phenx_srp_bis"
322	bas_drive	Float		Recommended	BAS Drive		"	3	 9	 12	 21; 99= N/A; 999=Missing"	"bas_drive_score	bis_y_ss_bas_drive	c_bisbas_sub_bas_drive	c_totalbasdrive	phenx_srp_bas_drive"
323	bas_fs	Float		Recommended	BAS Fun seeking		"	5	 10	 15	 20; 99= N/A; 999=Missing"	"bas_fun_seeking	bas_fun_seeking_score	bis_y_ss_bas_fs	c_bisbas_sub_bas_fun	c_totalbasfunseek	phenx_srp_bas_funseeking"
324	bas_rr	Float		Recommended	BAS Reward responsiveness		"	4	 7	 14	 18	 23; 99= N/A; 999=Missing"	"bas_reward	bas_reward_response_score	bas_reward_responsiveness	bis_y_ss_bas_rr	c_bisbas_sub_bas_rr	c_totalbasreward	phenx_srp_bas_rewardresponsiveness"
326	version_form	String	121.0	Required	Form used/assessment name			
387	respondent	String	20.0	Recommended	Respondent	Mother;Father;Parent;Guardian;Teacher;Child;Self;Caregiver;Partner;Other;NA	NA=Not Applicable	
436	time_first_click	String	11.0	Recommended	Time at first click		HH:MM:SS AM/PM	bisbas_time_first_click
437	time_last_click	String	11.0	Recommended	Time at last click		HH:MM:SS AM/PM	bisbas_time_last_click
438	time_page_submit	String	11.0	Recommended	Time at scale submission		HH:MM:SS AM/PM	bisbas_time_page_submit
439	time_click_count	Integer		Recommended	(Total) Number of clicks during scale completion			bisbas_time_click_count
440	tot_timing	Float		Recommended	Total timing/time to complete scale		In minutes	bisbas_tot_timing
441	qc_tot_num_items	Integer		Recommended	Quality Control (QC) (total) number of items (completed)			qc_bisbas_tot_num_items
442	qc_tot_num_nonresp	Integer		Recommended	Quality Control (QC) (total) number of non-response items			qc_bisbas_tot_num_nonresp
443	qc_bisbas_bis_num_items	Integer		Recommended	Quality Control (QC) BIS/BAS BIS subscale total number of items			
444	qc_bisbas_bis_num_nonresp	Integer		Recommended	Quality Control (QC) BIS/BAS BIS subscale total number of non-response items			
445	qc_bisbas_drive_num_items	Integer		Recommended	Quality Control (QC) BIS/BAS BAS Drive subscale total number of items			
446	qc_bisbas_drive_num_nonresp	Integer		Recommended	Quality Control (QC) BIS/BAS BAS Drive subscale total number of non-response items			
447	qc_bisbas_fun_num_items	Integer		Recommended	Quality Control (QC) BIS/BAS BAS Fun-seeking subscale total number of items			
448	qc_bisbas_fun_num_nonresp	Integer		Recommended	Quality Control (QC) BIS/BAS BAS Fun-seeking subscale total number of non-response items			
